# RD50 NIEL damage weights, dumped from rd50_niel.root
# pdg,ekin[MeV],weight
2112,1.495000e+03,5.510000e-01
2112,1.505000e+03,5.504000e-01
2112,1.515000e+03,5.498000e-01
2112,1.535000e+03,5.486000e-01
2112,1.545000e+03,5.480000e-01
2112,1.555000e+03,5.474000e-01
2112,1.565000e+03,5.468000e-01
2112,1.585000e+03,5.457000e-01
2112,1.595000e+03,5.451000e-01
2112,1.605000e+03,5.445000e-01
2112,1.615000e+03,5.439000e-01
2112,1.635000e+03,5.427000e-01
2112,1.645000e+03,5.421000e-01
2112,1.655000e+03,5.416000e-01
2112,1.665000e+03,5.410000e-01
2112,1.695000e+03,5.392000e-01
2112,1.705000e+03,5.387000e-01
2112,1.715000e+03,5.381000e-01
2112,1.735000e+03,5.369000e-01
2112,1.755000e+03,5.358000e-01
2112,1.765000e+03,5.354000e-01
2112,1.785000e+03,5.345000e-01
2112,1.795000e+03,5.341000e-01
2112,1.815000e+03,5.332000e-01
2112,1.835000e+03,5.323000e-01
2112,1.845000e+03,5.319000e-01
2112,1.855000e+03,5.315000e-01
2112,1.885000e+03,5.302000e-01
2112,1.895000e+03,5.297000e-01
2112,1.905000e+03,5.293000e-01
2112,1.915000e+03,5.289000e-01
2112,1.945000e+03,5.276000e-01
2112,1.955000e+03,5.272000e-01
2112,1.965000e+03,5.267000e-01
2112,1.985000e+03,5.259000e-01
2112,2.005000e+03,5.250000e-01
2112,2.015000e+03,5.246000e-01
2112,2.035000e+03,5.237000e-01
2112,2.045000e+03,5.233000e-01
2112,2.065000e+03,5.225000e-01
2112,2.085000e+03,5.216000e-01
2112,2.095000e+03,5.212000e-01
2112,2.105000e+03,5.208000e-01
2112,2.135000e+03,5.195000e-01
2112,2.145000e+03,5.191000e-01
2112,2.155000e+03,5.187000e-01
2112,2.165000e+03,5.182000e-01
2112,2.195000e+03,5.170000e-01
2112,2.205000e+03,5.166000e-01
2112,2.215000e+03,5.161000e-01
2112,2.235000e+03,5.153000e-01
2112,2.255000e+03,5.145000e-01
2112,2.265000e+03,5.140000e-01
2112,2.285000e+03,5.137000e-01
2112,2.295000e+03,5.136000e-01
2112,2.315000e+03,5.134000e-01
2112,2.335000e+03,5.132000e-01
2112,2.345000e+03,5.131000e-01
2112,2.355000e+03,5.130000e-01
2112,2.385000e+03,5.126000e-01
2112,2.395000e+03,5.125000e-01
2112,2.405000e+03,5.124000e-01
2112,2.415000e+03,5.123000e-01
2112,2.435000e+03,5.121000e-01
2112,2.445000e+03,5.120000e-01
2112,2.455000e+03,5.119000e-01
2112,2.465000e+03,5.118000e-01
2112,2.485000e+03,5.115000e-01
2112,2.495000e+03,5.114000e-01
2112,2.505000e+03,5.113000e-01
2112,2.515000e+03,5.112000e-01
2112,2.535000e+03,5.110000e-01
2112,2.545000e+03,5.109000e-01
2112,2.555000e+03,5.108000e-01
2112,2.565000e+03,5.107000e-01
2112,2.585000e+03,5.105000e-01
2112,2.595000e+03,5.104000e-01
2112,2.605000e+03,5.102000e-01
2112,2.615000e+03,5.101000e-01
2112,2.635000e+03,5.099000e-01
2112,2.645000e+03,5.098000e-01
2112,2.655000e+03,5.097000e-01
2112,2.665000e+03,5.096000e-01
2112,2.685000e+03,5.094000e-01
2112,2.695000e+03,5.093000e-01
2112,2.705000e+03,5.092000e-01
2112,2.715000e+03,5.091000e-01
2112,2.735000e+03,5.088000e-01
2112,2.745000e+03,5.087000e-01
2112,2.755000e+03,5.086000e-01
2112,2.765000e+03,5.085000e-01
2112,2.785000e+03,5.083000e-01
2112,2.795000e+03,5.082000e-01
2112,2.805000e+03,5.081000e-01
2112,2.815000e+03,5.080000e-01
2112,2.835000e+03,5.078000e-01
2112,2.845000e+03,5.077000e-01
2112,2.855000e+03,5.076000e-01
2112,2.865000e+03,5.074000e-01
2112,2.885000e+03,5.072000e-01
2112,2.895000e+03,5.071000e-01
2112,2.905000e+03,5.070000e-01
2112,2.915000e+03,5.069000e-01
2112,2.935000e+03,5.067000e-01
2112,2.945000e+03,5.066000e-01
2112,2.955000e+03,5.065000e-01
2112,2.965000e+03,5.064000e-01
2112,2.985000e+03,5.062000e-01
2112,2.995000e+03,5.060000e-01
2112,3.005000e+03,5.059000e-01
2112,3.015000e+03,5.058000e-01
2112,3.035000e+03,5.056000e-01
2112,3.045000e+03,5.055000e-01
2112,3.055000e+03,5.054000e-01
2112,3.065000e+03,5.053000e-01
2112,3.085000e+03,5.051000e-01
2112,3.095000e+03,5.050000e-01
2112,3.105000e+03,5.049000e-01
2112,3.115000e+03,5.048000e-01
2112,3.135000e+03,5.046000e-01
2112,3.145000e+03,5.044000e-01
2112,3.155000e+03,5.043000e-01
2112,3.165000e+03,5.042000e-01
2112,3.185000e+03,5.040000e-01
2112,3.195000e+03,5.039000e-01
2112,3.205000e+03,5.038000e-01
2112,3.215000e+03,5.037000e-01
2112,3.235000e+03,5.035000e-01
2112,3.245000e+03,5.034000e-01
2112,3.255000e+03,5.033000e-01
2112,3.265000e+03,5.032000e-01
2112,3.285000e+03,5.030000e-01
2112,3.295000e+03,5.028000e-01
2112,3.305000e+03,5.027000e-01
2112,3.315000e+03,5.026000e-01
2112,3.335000e+03,5.024000e-01
2112,3.345000e+03,5.023000e-01
2112,3.355000e+03,5.022000e-01
2112,3.365000e+03,5.021000e-01
2112,3.385000e+03,5.019000e-01
2112,3.395000e+03,5.018000e-01
2112,3.405000e+03,5.017000e-01
2112,3.415000e+03,5.016000e-01
2112,3.435000e+03,5.014000e-01
2112,3.445000e+03,5.013000e-01
2112,3.455000e+03,5.011000e-01
2112,3.465000e+03,5.010000e-01
2112,3.485000e+03,5.008000e-01
2112,3.495000e+03,5.007000e-01
2112,3.505000e+03,5.006000e-01
2112,3.515000e+03,5.005000e-01
2112,3.535000e+03,5.003000e-01
2112,3.545000e+03,5.002000e-01
2112,3.555000e+03,5.001000e-01
2112,3.565000e+03,5.000000e-01
2112,3.585000e+03,4.998000e-01
2112,3.595000e+03,4.997000e-01
2112,3.605000e+03,4.996000e-01
2112,3.615000e+03,4.995000e-01
2112,3.635000e+03,4.992000e-01
2112,3.645000e+03,4.991000e-01
2112,3.655000e+03,4.990000e-01
2112,3.665000e+03,4.989000e-01
2112,3.685000e+03,4.987000e-01
2112,3.695000e+03,4.986000e-01
2112,3.705000e+03,4.985000e-01
2112,3.715000e+03,4.984000e-01
2112,3.735000e+03,4.982000e-01
2112,3.745000e+03,4.981000e-01
2112,3.755000e+03,4.980000e-01
2112,3.765000e+03,4.979000e-01
2112,3.785000e+03,4.977000e-01
2112,3.795000e+03,4.976000e-01
2112,3.805000e+03,4.975000e-01
2112,3.815000e+03,4.974000e-01
2112,3.835000e+03,4.971000e-01
2112,3.845000e+03,4.970000e-01
2112,3.855000e+03,4.969000e-01
2112,3.865000e+03,4.968000e-01
2112,3.885000e+03,4.966000e-01
2112,3.895000e+03,4.965000e-01
2112,3.905000e+03,4.964000e-01
2112,3.915000e+03,4.963000e-01
2112,3.935000e+03,4.961000e-01
2112,3.945000e+03,4.960000e-01
2112,3.955000e+03,4.959000e-01
2112,3.965000e+03,4.958000e-01
2112,3.985000e+03,4.956000e-01
2112,3.995000e+03,4.955000e-01
2112,4.005000e+03,4.954000e-01
2112,4.015000e+03,4.953000e-01
2112,4.025000e+03,4.952000e-01
2112,4.035000e+03,4.950000e-01
2112,4.045000e+03,4.949000e-01
2112,4.055000e+03,4.948000e-01
2112,4.065000e+03,4.947000e-01
2112,4.075000e+03,4.946000e-01
2112,4.085000e+03,4.945000e-01
2112,4.095000e+03,4.944000e-01
2112,4.105000e+03,4.943000e-01
2112,4.115000e+03,4.942000e-01
2112,4.125000e+03,4.941000e-01
2112,4.135000e+03,4.940000e-01
2112,4.145000e+03,4.939000e-01
2112,4.155000e+03,4.938000e-01
2112,4.165000e+03,4.937000e-01
2112,4.175000e+03,4.936000e-01
2112,4.185000e+03,4.935000e-01
2112,4.195000e+03,4.934000e-01
2112,4.205000e+03,4.933000e-01
2112,4.215000e+03,4.932000e-01
2112,4.225000e+03,4.931000e-01
2112,4.235000e+03,4.930000e-01
2112,4.245000e+03,4.929000e-01
2112,4.255000e+03,4.928000e-01
2112,4.265000e+03,4.927000e-01
2112,4.275000e+03,4.925000e-01
2112,4.285000e+03,4.924000e-01
2112,4.295000e+03,4.923000e-01
2112,4.305000e+03,4.922000e-01
2112,4.315000e+03,4.921000e-01
2112,4.325000e+03,4.920000e-01
2112,4.335000e+03,4.919000e-01
2112,4.345000e+03,4.918000e-01
2112,4.355000e+03,4.917000e-01
2112,4.365000e+03,4.916000e-01
2112,4.375000e+03,4.915000e-01
2112,4.385000e+03,4.914000e-01
2112,4.395000e+03,4.913000e-01
2112,4.405000e+03,4.912000e-01
2112,4.415000e+03,4.911000e-01
2112,4.425000e+03,4.910000e-01
2112,4.435000e+03,4.909000e-01
2112,4.445000e+03,4.908000e-01
2112,4.455000e+03,4.907000e-01
2112,4.465000e+03,4.906000e-01
2112,4.475000e+03,4.905000e-01
2112,4.485000e+03,4.904000e-01
2112,4.495000e+03,4.903000e-01
2112,4.505000e+03,4.902000e-01
2112,4.515000e+03,4.901000e-01
2112,4.525000e+03,4.900000e-01
2112,4.535000e+03,4.899000e-01
2112,4.545000e+03,4.898000e-01
2112,4.555000e+03,4.897000e-01
2112,4.565000e+03,4.895000e-01
2112,4.575000e+03,4.894000e-01
2112,4.585000e+03,4.893000e-01
2112,4.595000e+03,4.892000e-01
2112,4.605000e+03,4.891000e-01
2112,4.615000e+03,4.890000e-01
2112,4.625000e+03,4.889000e-01
2112,4.635000e+03,4.888000e-01
2112,4.645000e+03,4.887000e-01
2112,4.655000e+03,4.886000e-01
2112,4.665000e+03,4.885000e-01
2112,4.675000e+03,4.884000e-01
2112,4.685000e+03,4.883000e-01
2112,4.695000e+03,4.882000e-01
2112,4.705000e+03,4.881000e-01
2112,4.715000e+03,4.880000e-01
2112,4.725000e+03,4.879000e-01
2112,4.735000e+03,4.878000e-01
2112,4.745000e+03,4.877000e-01
2112,4.755000e+03,4.876000e-01
2112,4.765000e+03,4.875000e-01
2112,4.775000e+03,4.874000e-01
2112,4.785000e+03,4.873000e-01
2112,4.795000e+03,4.872000e-01
2112,4.805000e+03,4.871000e-01
2112,4.815000e+03,4.870000e-01
2112,4.825000e+03,4.869000e-01
2112,4.835000e+03,4.868000e-01
2112,4.845000e+03,4.867000e-01
2112,4.855000e+03,4.866000e-01
2112,4.865000e+03,4.865000e-01
2112,4.875000e+03,4.864000e-01
2112,4.885000e+03,4.863000e-01
2112,4.895000e+03,4.862000e-01
2112,4.905000e+03,4.861000e-01
2112,4.915000e+03,4.860000e-01
2112,4.925000e+03,4.859000e-01
2112,4.935000e+03,4.858000e-01
2112,4.945000e+03,4.857000e-01
2112,4.955000e+03,4.856000e-01
2112,4.965000e+03,4.854000e-01
2112,4.975000e+03,4.853000e-01
2112,4.985000e+03,4.852000e-01
2112,4.995000e+03,4.851000e-01
2112,5.005000e+03,4.850000e-01
2112,5.015000e+03,4.849000e-01
2112,5.025000e+03,4.848000e-01
2112,5.035000e+03,4.847000e-01
2112,5.045000e+03,4.846000e-01
2112,5.055000e+03,4.845000e-01
2112,5.065000e+03,4.844000e-01
2112,5.075000e+03,4.843000e-01
2112,5.085000e+03,4.842000e-01
2112,5.095000e+03,4.841000e-01
2112,5.105000e+03,4.840000e-01
2112,5.115000e+03,4.839000e-01
2112,5.125000e+03,4.838000e-01
2112,5.135000e+03,4.837000e-01
2112,5.145000e+03,4.836000e-01
2112,5.155000e+03,4.835000e-01
2112,5.165000e+03,4.834000e-01
2112,5.175000e+03,4.833000e-01
2112,5.185000e+03,4.832000e-01
2112,5.195000e+03,4.831000e-01
2112,5.205000e+03,4.830000e-01
2112,5.215000e+03,4.829000e-01
2112,5.225000e+03,4.828000e-01
2112,5.235000e+03,4.827000e-01
2112,5.245000e+03,4.826000e-01
2112,5.255000e+03,4.825000e-01
2112,5.265000e+03,4.824000e-01
2112,5.275000e+03,4.823000e-01
2112,5.285000e+03,4.822000e-01
2112,5.295000e+03,4.821000e-01
2112,5.305000e+03,4.820000e-01
2112,5.315000e+03,4.819000e-01
2112,5.325000e+03,4.818000e-01
2112,5.335000e+03,4.817000e-01
2112,5.345000e+03,4.816000e-01
2112,5.355000e+03,4.815000e-01
2112,5.365000e+03,4.814000e-01
2112,5.375000e+03,4.813000e-01
2112,5.385000e+03,4.812000e-01
2112,5.395000e+03,4.811000e-01
2112,5.405000e+03,4.810000e-01
2112,5.415000e+03,4.809000e-01
2112,5.425000e+03,4.808000e-01
2112,5.435000e+03,4.807000e-01
2112,5.445000e+03,4.806000e-01
2112,5.455000e+03,4.805000e-01
2112,5.465000e+03,4.804000e-01
2112,5.475000e+03,4.803000e-01
2112,5.485000e+03,4.802000e-01
2112,5.495000e+03,4.801000e-01
2112,5.505000e+03,4.800000e-01
2112,5.515000e+03,4.799000e-01
2112,5.525000e+03,4.798000e-01
2112,5.535000e+03,4.797000e-01
2112,5.545000e+03,4.796000e-01
2112,5.555000e+03,4.795000e-01
2112,5.565000e+03,4.794000e-01
2112,5.575000e+03,4.793000e-01
2112,5.585000e+03,4.792000e-01
2112,5.595000e+03,4.791000e-01
2112,5.605000e+03,4.790000e-01
2112,5.615000e+03,4.789000e-01
2112,5.625000e+03,4.788000e-01
2112,5.635000e+03,4.787000e-01
2112,5.645000e+03,4.786000e-01
2112,5.655000e+03,4.785000e-01
2112,5.665000e+03,4.784000e-01
2112,5.675000e+03,4.783000e-01
2112,5.685000e+03,4.782000e-01
2112,5.695000e+03,4.781000e-01
2112,5.705000e+03,4.780000e-01
2112,5.715000e+03,4.779000e-01
2112,5.725000e+03,4.778000e-01
2112,5.735000e+03,4.777000e-01
2112,5.745000e+03,4.776000e-01
2112,5.755000e+03,4.775000e-01
2112,5.765000e+03,4.774000e-01
2112,5.775000e+03,4.773000e-01
2112,5.785000e+03,4.772000e-01
2112,5.795000e+03,4.771000e-01
2112,5.805000e+03,4.770000e-01
2112,5.815000e+03,4.769000e-01
2112,5.825000e+03,4.768000e-01
2112,5.835000e+03,4.767000e-01
2112,5.845000e+03,4.766000e-01
2112,5.855000e+03,4.765000e-01
2112,5.865000e+03,4.764000e-01
2112,5.875000e+03,4.763000e-01
2112,5.885000e+03,4.762000e-01
2112,5.895000e+03,4.761000e-01
2112,5.905000e+03,4.760000e-01
2112,5.915000e+03,4.759000e-01
2112,5.925000e+03,4.758000e-01
2112,5.935000e+03,4.757000e-01
2112,5.945000e+03,4.756000e-01
2112,5.955000e+03,4.755000e-01
2112,5.965000e+03,4.754000e-01
2112,5.975000e+03,4.753000e-01
2112,5.985000e+03,4.752000e-01
2112,5.995000e+03,4.751000e-01
2112,6.005000e+03,4.750000e-01
2112,6.015000e+03,4.749000e-01
2112,6.025000e+03,4.748000e-01
2112,6.035000e+03,4.747000e-01
2112,6.045000e+03,4.746000e-01
2112,6.055000e+03,4.745000e-01
2112,6.065000e+03,4.744000e-01
2112,6.075000e+03,4.743000e-01
2112,6.085000e+03,4.742000e-01
2112,6.095000e+03,4.741000e-01
2112,6.105000e+03,4.740000e-01
2112,6.115000e+03,4.739000e-01
2112,6.125000e+03,4.738000e-01
2112,6.135000e+03,4.737000e-01
2112,6.145000e+03,4.736000e-01
2112,6.155000e+03,4.735000e-01
2112,6.165000e+03,4.734000e-01
2112,6.175000e+03,4.733000e-01
2112,6.185000e+03,4.732000e-01
2112,6.195000e+03,4.731000e-01
2112,6.205000e+03,4.730000e-01
2112,6.215000e+03,4.729000e-01
2112,6.225000e+03,4.728000e-01
2112,6.235000e+03,4.727000e-01
2112,6.245000e+03,4.726000e-01
2112,6.255000e+03,4.725000e-01
2112,6.265000e+03,4.724000e-01
2112,6.275000e+03,4.723000e-01
2112,6.285000e+03,4.722000e-01
2112,6.295000e+03,4.721000e-01
2112,6.305000e+03,4.720000e-01
2112,6.315000e+03,4.719000e-01
2112,6.325000e+03,4.718000e-01
2112,6.335000e+03,4.717000e-01
2112,6.345000e+03,4.716000e-01
2112,6.355000e+03,4.715000e-01
2112,6.365000e+03,4.714000e-01
2112,6.375000e+03,4.713000e-01
2112,6.385000e+03,4.712000e-01
2112,6.395000e+03,4.711000e-01
2112,6.405000e+03,4.710000e-01
2112,6.415000e+03,4.709000e-01
2112,6.425000e+03,4.708000e-01
2112,6.435000e+03,4.707000e-01
2112,6.445000e+03,4.706000e-01
2112,6.455000e+03,4.705000e-01
2112,6.465000e+03,4.704000e-01
2112,6.475000e+03,4.703000e-01
2112,6.485000e+03,4.702000e-01
2112,6.495000e+03,4.701000e-01
2112,6.505000e+03,4.700000e-01
2112,6.515000e+03,4.699000e-01
2112,6.525000e+03,4.698000e-01
2112,6.535000e+03,4.697000e-01
2112,6.545000e+03,4.696000e-01
2112,6.555000e+03,4.695000e-01
2112,6.565000e+03,4.695000e-01
2112,6.575000e+03,4.694000e-01
2112,6.585000e+03,4.693000e-01
2112,6.595000e+03,4.692000e-01
2112,6.605000e+03,4.691000e-01
2112,6.615000e+03,4.690000e-01
2112,6.625000e+03,4.689000e-01
2112,6.635000e+03,4.688000e-01
2112,6.645000e+03,4.687000e-01
2112,6.655000e+03,4.686000e-01
2112,6.665000e+03,4.685000e-01
2112,6.675000e+03,4.684000e-01
2112,6.685000e+03,4.683000e-01
2112,6.695000e+03,4.682000e-01
2112,6.705000e+03,4.681000e-01
2112,6.715000e+03,4.680000e-01
2112,6.725000e+03,4.679000e-01
2112,6.735000e+03,4.678000e-01
2112,6.745000e+03,4.677000e-01
2112,6.755000e+03,4.676000e-01
2112,6.765000e+03,4.675000e-01
2112,6.775000e+03,4.674000e-01
2112,6.785000e+03,4.673000e-01
2112,6.795000e+03,4.672000e-01
2112,6.805000e+03,4.671000e-01
2112,6.815000e+03,4.670000e-01
2112,6.825000e+03,4.669000e-01
2112,6.835000e+03,4.668000e-01
2112,6.845000e+03,4.667000e-01
2112,6.855000e+03,4.666000e-01
2112,6.865000e+03,4.665000e-01
2112,6.875000e+03,4.664000e-01
2112,6.885000e+03,4.663000e-01
2112,6.895000e+03,4.662000e-01
2112,6.905000e+03,4.661000e-01
2112,6.915000e+03,4.660000e-01
2112,6.925000e+03,4.659000e-01
2112,6.935000e+03,4.658000e-01
2112,6.945000e+03,4.657000e-01
2112,6.955000e+03,4.656000e-01
2112,6.965000e+03,4.656000e-01
2112,6.975000e+03,4.655000e-01
2112,6.985000e+03,4.654000e-01
2112,6.995000e+03,4.653000e-01
2112,7.005000e+03,4.652000e-01
2112,7.015000e+03,4.651000e-01
2112,7.025000e+03,4.650000e-01
2112,7.035000e+03,4.649000e-01
2112,7.045000e+03,4.648000e-01
2112,7.055000e+03,4.647000e-01
2112,7.065000e+03,4.646000e-01
2112,7.075000e+03,4.645000e-01
2112,7.085000e+03,4.644000e-01
2112,7.095000e+03,4.643000e-01
2112,7.105000e+03,4.642000e-01
2112,7.115000e+03,4.641000e-01
2112,7.125000e+03,4.640000e-01
2112,7.135000e+03,4.639000e-01
2112,7.145000e+03,4.638000e-01
2112,7.155000e+03,4.637000e-01
2112,7.165000e+03,4.636000e-01
2112,7.185000e+03,4.634000e-01
2112,7.195000e+03,4.633000e-01
2112,7.205000e+03,4.632000e-01
2112,7.225000e+03,4.630000e-01
2112,7.235000e+03,4.629000e-01
2112,7.245000e+03,4.628000e-01
2112,7.255000e+03,4.627000e-01
2112,7.275000e+03,4.626000e-01
2112,7.285000e+03,4.625000e-01
2112,7.295000e+03,4.624000e-01
2112,7.315000e+03,4.622000e-01
2112,7.325000e+03,4.621000e-01
2112,7.335000e+03,4.620000e-01
2112,7.345000e+03,4.619000e-01
2112,7.365000e+03,4.617000e-01
2112,7.375000e+03,4.616000e-01
2112,7.385000e+03,4.615000e-01
2112,7.395000e+03,4.614000e-01
2112,7.415000e+03,4.612000e-01
2112,7.425000e+03,4.611000e-01
2112,7.435000e+03,4.610000e-01
2112,7.445000e+03,4.609000e-01
2112,7.465000e+03,4.607000e-01
2112,7.475000e+03,4.606000e-01
2112,7.485000e+03,4.605000e-01
2112,7.495000e+03,4.604000e-01
2112,7.515000e+03,4.603000e-01
2112,7.525000e+03,4.602000e-01
2112,7.535000e+03,4.601000e-01
2112,7.545000e+03,4.600000e-01
2112,7.565000e+03,4.598000e-01
2112,7.575000e+03,4.597000e-01
2112,7.585000e+03,4.596000e-01
2112,7.595000e+03,4.595000e-01
2112,7.615000e+03,4.593000e-01
2112,7.625000e+03,4.592000e-01
2112,7.635000e+03,4.591000e-01
2112,7.645000e+03,4.590000e-01
2112,7.665000e+03,4.588000e-01
2112,7.675000e+03,4.587000e-01
2112,7.685000e+03,4.586000e-01
2112,7.695000e+03,4.585000e-01
2112,7.715000e+03,4.583000e-01
2112,7.725000e+03,4.582000e-01
2112,7.735000e+03,4.582000e-01
2112,7.745000e+03,4.581000e-01
2112,7.765000e+03,4.579000e-01
2112,7.775000e+03,4.578000e-01
2112,7.785000e+03,4.577000e-01
2112,7.795000e+03,4.576000e-01
2112,7.815000e+03,4.574000e-01
2112,7.825000e+03,4.573000e-01
2112,7.835000e+03,4.572000e-01
2112,7.845000e+03,4.571000e-01
2112,7.865000e+03,4.569000e-01
2112,7.875000e+03,4.568000e-01
2112,7.885000e+03,4.567000e-01
2112,7.895000e+03,4.566000e-01
2112,7.915000e+03,4.564000e-01
2112,7.925000e+03,4.564000e-01
2112,7.935000e+03,4.563000e-01
2112,7.945000e+03,4.562000e-01
2112,7.965000e+03,4.560000e-01
2112,7.975000e+03,4.559000e-01
2112,7.985000e+03,4.558000e-01
2112,7.995000e+03,4.557000e-01
2112,8.015000e+03,4.555000e-01
2112,8.025000e+03,4.554000e-01
2112,8.035000e+03,4.553000e-01
2112,8.045000e+03,4.552000e-01
2112,8.065000e+03,4.550000e-01
2112,8.075000e+03,4.549000e-01
2112,8.085000e+03,4.548000e-01
2112,8.095000e+03,4.547000e-01
2112,8.115000e+03,4.546000e-01
2112,8.125000e+03,4.545000e-01
2112,8.135000e+03,4.544000e-01
2112,8.145000e+03,4.543000e-01
2112,8.165000e+03,4.541000e-01
2112,8.175000e+03,4.540000e-01
2112,8.185000e+03,4.539000e-01
2112,8.195000e+03,4.538000e-01
2112,8.215000e+03,4.536000e-01
2112,8.225000e+03,4.535000e-01
2112,8.235000e+03,4.534000e-01
2112,8.245000e+03,4.533000e-01
2112,8.265000e+03,4.531000e-01
2112,8.275000e+03,4.531000e-01
2112,8.285000e+03,4.530000e-01
2112,8.295000e+03,4.529000e-01
2112,8.315000e+03,4.527000e-01
2112,8.325000e+03,4.526000e-01
2112,8.335000e+03,4.525000e-01
2112,8.345000e+03,4.524000e-01
2112,8.365000e+03,4.522000e-01
2112,8.375000e+03,4.521000e-01
2112,8.385000e+03,4.520000e-01
2112,8.395000e+03,4.519000e-01
2112,8.415000e+03,4.517000e-01
2112,8.425000e+03,4.516000e-01
2112,8.435000e+03,4.516000e-01
2112,8.445000e+03,4.515000e-01
2112,8.465000e+03,4.513000e-01
2112,8.475000e+03,4.512000e-01
2112,8.485000e+03,4.511000e-01
2112,8.495000e+03,4.510000e-01
2112,8.515000e+03,4.508000e-01
2112,8.525000e+03,4.507000e-01
2112,8.535000e+03,4.506000e-01
2112,8.545000e+03,4.505000e-01
2112,8.565000e+03,4.503000e-01
2112,8.575000e+03,4.502000e-01
2112,8.585000e+03,4.502000e-01
2112,8.595000e+03,4.501000e-01
2112,8.615000e+03,4.499000e-01
2112,8.625000e+03,4.498000e-01
2112,8.635000e+03,4.497000e-01
2112,8.645000e+03,4.496000e-01
2112,8.665000e+03,4.494000e-01
2112,8.675000e+03,4.493000e-01
2112,8.685000e+03,4.492000e-01
2112,8.695000e+03,4.491000e-01
2112,8.715000e+03,4.489000e-01
2112,8.725000e+03,4.489000e-01
2112,8.735000e+03,4.488000e-01
2112,8.745000e+03,4.487000e-01
2112,8.765000e+03,4.485000e-01
2112,8.775000e+03,4.484000e-01
2112,8.785000e+03,4.483000e-01
2112,8.795000e+03,4.482000e-01
2112,8.815000e+03,4.480000e-01
2112,8.825000e+03,4.479000e-01
2112,8.835000e+03,4.478000e-01
2112,8.845000e+03,4.477000e-01
2112,8.865000e+03,4.476000e-01
2112,8.875000e+03,4.475000e-01
2112,8.885000e+03,4.474000e-01
2112,8.895000e+03,4.473000e-01
2112,8.915000e+03,4.471000e-01
2112,8.925000e+03,4.470000e-01
2112,8.935000e+03,4.469000e-01
2112,8.945000e+03,4.468000e-01
2112,8.965000e+03,4.466000e-01
2112,8.975000e+03,4.465000e-01
2112,8.995000e+03,4.464000e-01
2212,1.000000e-03,7.590000e+03
2212,2.000000e-03,5.170000e+03
2212,3.000000e-03,3.976000e+03
2212,5.000000e-03,2.778000e+03
2212,7.000000e-03,2.167000e+03
2212,1.000000e-02,1.650000e+03
2212,2.000000e-02,9.515000e+02
2212,3.000000e-02,6.824000e+02
2212,5.000000e-02,4.447000e+02
2212,7.000000e-02,3.338000e+02
2212,1.000000e-01,2.456000e+02
2212,2.000000e-01,1.336000e+02
2212,3.000000e-01,9.127000e+01
2212,5.000000e-01,5.862000e+01
2212,7.000000e-01,4.307000e+01
2212,1.000000e+00,3.133000e+01
2212,2.000000e+00,1.618000e+01
2212,3.000000e+00,1.101000e+01
2212,5.000000e+00,6.756000e+00
2212,7.000000e+00,5.140000e+00
2212,1.000000e+01,3.871000e+00
2212,1.500000e+01,3.376000e+00
2212,2.500000e+01,2.558000e+00
2212,3.500000e+01,2.125000e+00
2212,4.500000e+01,1.881000e+00
2212,5.500000e+01,1.715000e+00
2212,6.500000e+01,1.580000e+00
2212,7.500000e+01,1.468000e+00
2212,8.500000e+01,1.379000e+00
2212,9.500000e+01,1.307000e+00
2212,1.050000e+02,1.244000e+00
2212,1.150000e+02,1.202000e+00
2212,1.250000e+02,1.161000e+00
2212,1.350000e+02,1.124000e+00
2212,1.450000e+02,1.099000e+00
2212,1.550000e+02,1.075000e+00
2212,1.650000e+02,1.051000e+00
2212,1.750000e+02,1.028000e+00
2212,1.850000e+02,1.013000e+00
2212,1.950000e+02,9.968000e-01
2212,2.050000e+02,9.811000e-01
2212,2.150000e+02,9.653000e-01
2212,2.250000e+02,9.516000e-01
2212,2.350000e+02,9.421000e-01
2212,2.450000e+02,9.326000e-01
2212,2.550000e+02,9.242000e-01
2212,2.650000e+02,9.147000e-01
2212,2.750000e+02,9.063000e-01
2212,2.850000e+02,8.968000e-01
2212,2.950000e+02,8.905000e-01
2212,3.050000e+02,8.842000e-01
2212,3.150000e+02,8.779000e-01
2212,3.250000e+02,8.726000e-01
2212,3.350000e+02,8.663000e-01
2212,3.450000e+02,8.611000e-01
2212,3.550000e+02,8.558000e-01
2212,3.650000e+02,8.495000e-01
2212,3.750000e+02,8.442000e-01
2212,3.850000e+02,8.389000e-01
2212,3.950000e+02,8.326000e-01
2212,4.050000e+02,8.274000e-01
2212,4.150000e+02,8.221000e-01
2212,4.250000e+02,8.168000e-01
2212,4.350000e+02,8.116000e-01
2212,4.450000e+02,8.063000e-01
2212,4.550000e+02,8.011000e-01
2212,4.650000e+02,7.958000e-01
2212,4.750000e+02,7.905000e-01
2212,4.850000e+02,7.853000e-01
2212,4.950000e+02,7.821000e-01
2212,5.050000e+02,7.800000e-01
2212,5.150000e+02,7.768000e-01
2212,5.250000e+02,7.737000e-01
2212,5.350000e+02,7.716000e-01
2212,5.450000e+02,7.684000e-01
2212,5.550000e+02,7.653000e-01
2212,5.650000e+02,7.621000e-01
2212,5.750000e+02,7.600000e-01
2212,5.850000e+02,7.568000e-01
2212,5.950000e+02,7.547000e-01
2212,6.050000e+02,7.516000e-01
2212,6.150000e+02,7.484000e-01
2212,6.250000e+02,7.463000e-01
