50	
0	0	2	1	0	0	3	68	68	3	1	45	3422	1754	33	1	41	2851	1492	21	0	3	51	50	3	11	76	0	10000	11	12.5	24.55
0	0	0	0	1	0	5	77	64	2	1	47	3480	1762	29	1	57	2765	1489	28	0	6	60	35	1	12	78	0	10000	11	12.5	23.65
0	0	3	1	0	1	2	72	61	3	1	66	3339	1788	25	1	61	2858	1503	16	0	2	57	37	3	9	91	0	10000	11	12.5	22.75
0	1	0	3	1	0	10	72	51	0	0	65	3406	1794	20	1	63	2798	1463	31	0	3	67	54	6	11	80	0	10000	11	12.5	21.85
0	0	3	2	1	0	4	60	60	3	0	65	3428	1723	19	0	60	2856	1497	20	0	2	50	51	1	9	86	0	10000	11	12.5	20.95
0	0	1	0	0	0	4	69	56	4	1	58	3441	1689	24	0	61	2829	1525	26	0	1	56	48	3	7	97	0	10000	11	12.5	20.05
0	0	0	1	0	0	11	81	65	2	1	57	3368	1728	22	1	56	2835	1526	31	1	2	52	41	2	15	102	0	10000	11	12.5	19.15
0	0	1	3	0	0	5	66	58	1	2	49	3352	1775	21	0	56	2898	1498	18	1	4	37	47	5	7	96	0	10000	11	12.5	18.25
0	0	3	3	0	0	9	74	57	3	1	64	3390	1760	26	0	60	2868	1468	22	0	6	43	48	1	7	87	0	10000	11	12.5	17.35
0	0	2	0	0	0	9	70	54	1	1	59	3410	1760	21	0	57	2773	1504	25	0	4	62	56	2	22	108	0	10000	11	12.5	16.45
0	1	1	2	1	2	3	88	68	4	1	71	3350	1789	23	1	58	2848	1435	15	0	8	44	45	2	11	129	0	10000	11	12.5	15.55
0	1	1	0	0	0	6	82	71	0	1	62	3338	1761	22	0	57	2810	1488	18	0	11	59	55	4	16	137	0	10000	11	12.5	14.65
0	0	2	0	0	0	3	62	64	10	0	46	3270	1819	23	0	58	2835	1509	24	0	3	47	68	6	16	135	0	10000	11	12.5	13.75
0	0	1	2	0	1	5	77	76	2	0	63	3244	1808	25	1	68	2828	1514	24	0	4	48	53	3	16	137	0	10000	11	12.5	12.85
0	0	3	1	0	1	2	83	77	5	0	71	3299	1745	15	0	68	2844	1490	25	0	5	58	48	4	15	141	0	10000	11	12.5	11.95
0	1	4	1	0	1	9	92	62	5	2	67	3207	1812	24	1	62	2727	1560	22	1	8	70	57	6	17	182	0	10000	11	12.5	11.05
0	0	1	3	0	0	13	75	65	0	2	62	3265	1725	21	1	66	2821	1523	31	0	3	56	63	1	17	186	0	10000	11	12.5	10.15
0	0	3	1	0	0	7	89	52	1	1	82	3256	1795	20	2	58	2686	1562	28	1	5	59	53	3	10	226	0	10000	11	12.5	9.25
0	0	1	2	0	0	10	81	56	5	3	43	3204	1765	30	1	62	2779	1542	17	0	6	56	66	6	11	254	0	10000	11	12.5	8.35
0	0	2	2	0	0	5	74	67	2	1	64	3259	1798	29	0	58	2683	1511	31	0	3	65	47	8	10	281	0	10000	11	12.5	7.45
0	0	0	1	1	0	10	102	87	4	0	75	3246	1774	22	0	63	2657	1468	26	0	6	57	55	6	16	324	0	10000	11	12.5	6.55
0	0	3	1	0	0	9	91	80	2	1	60	3106	1738	37	0	71	2671	1535	22	1	4	72	56	3	16	421	0	10000	11	12.5	5.65
0	0	2	3	0	0	9	100	68	5	1	79	3104	1716	29	0	59	2635	1485	26	0	4	57	61	5	11	541	0	10000	11	12.5	4.75
0	1	3	3	0	1	7	79	70	7	4	67	2861	1659	30	1	61	2575	1403	28	0	6	63	72	1	12	986	0	10000	11	12.5	3.85
0	0	2	1	0	0	6	73	57	6	0	54	2660	1575	19	1	66	2351	1257	15	0	4	39	41	10	17	1746	0	10000	11	12.5	2.95
0	0	0	0	0	0	13	61	67	2	2	50	2322	1356	21	1	53	2064	1127	21	0	1	61	38	2	31	2707	0	10000	11	12.5	2.05
0	0	1	0	0	0	3	60	40	2	0	57	1937	1158	16	0	47	1619	1000	21	1	4	40	31	3	18	3942	0	10000	11	12.5	1.15
0	0	4	1	0	0	2	51	48	0	2	45	1444	825	18	1	38	1301	752	13	0	6	37	30	2	29	5351	0	10000	11	12.5	0.25
0	0	2	0	0	0	7	37	28	2	0	30	1069	617	10	0	28	1021	542	7	0	2	22	16	3	30	6527	0	10000	11	12.5	-0.65
0	1	0	0	0	0	1	28	32	1	0	30	799	503	5	1	20	705	426	5	0	0	20	16	0	28	7379	0	10000	11	12.5	-1.55
0	0	0	2	0	0	2	25	18	4	0	17	585	396	6	1	11	519	301	6	0	1	14	14	0	30	8048	0	10000	11	12.5	-2.45
0	0	1	0	0	0	3	18	8	1	0	17	472	273	2	0	17	420	245	8	0	1	13	8	0	40	8453	0	10000	11	12.5	-3.35
0	0	0	0	0	0	0	10	10	0	0	6	323	217	2	0	12	318	165	3	0	0	11	7	1	58	8857	0	10000	11	12.5	-4.25
0	0	0	1	0	1	0	5	7	0	0	9	273	151	3	0	11	223	128	3	0	2	8	8	0	95	9072	0	10000	11	12.5	-5.15
0	0	0	0	0	0	0	6	9	0	2	6	177	128	1	0	4	177	78	1	0	1	9	2	1	141	9257	0	10000	11	12.5	-6.05
0	0	0	0	0	0	2	8	8	0	0	5	138	99	2	0	1	128	87	1	0	2	2	0	0	124	9393	0	10000	11	12.5	-6.95
0	0	0	0	0	0	0	7	6	0	0	1	116	75	0	0	4	83	64	1	0	0	1	3	0	191	9448	0	10000	11	12.5	-7.85
0	0	0	0	0	0	0	1	5	0	1	3	68	37	1	0	2	76	56	0	0	0	2	3	0	244	9501	0	10000	11	12.5	-8.75
0	0	0	0	0	0	0	4	3	0	0	2	52	30	2	0	2	53	35	1	0	0	4	1	0	346	9465	0	10000	11	12.5	-9.65
0	0	0	0	0	0	0	1	1	0	0	1	51	24	1	0	1	45	31	0	0	0	0	0	0	453	9391	0	10000	11	12.5	-10.55
0	0	0	0	0	0	0	1	3	0	0	0	33	24	1	0	1	27	22	1	0	0	2	1	0	564	9320	0	10000	11	12.5	-11.45
0	0	0	0	0	0	0	3	0	0	0	0	17	18	0	0	0	31	19	0	0	0	0	0	0	761	9151	0	10000	11	12.5	-12.35
0	0	0	0	0	0	0	0	0	0	0	0	15	18	1	0	0	13	7	0	0	0	0	0	0	1018	8928	0	10000	11	12.5	-13.25
0	0	0	0	0	0	0	2	1	0	0	0	15	3	0	0	0	13	8	0	0	0	1	0	0	1309	8648	0	10000	11	12.5	-14.15
0	0	0	0	0	0	0	1	0	0	0	0	7	4	0	0	0	7	7	0	0	0	0	0	0	1830	8144	0	10000	11	12.5	-15.05
0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	8	5	0	0	0	0	0	1	2490	7479	0	10000	11	12.5	-15.95
0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	1	5	6	0	0	0	0	0	0	3214	6766	0	10000	11	12.5	-16.85
0	0	0	0	0	0	0	1	0	0	0	2	5	0	0	0	0	2	2	0	0	0	0	0	0	4170	5818	0	10000	11	12.5	-17.75
0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	2	0	0	0	0	0	0	5881	4110	0	10000	11	12.5	-18.65
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7334	2664	0	10000	11	12.5	-19.55
