1328
3279
0 0 16 3
1 1 16 3
2 0 17 3
3 1 17 3
4 0 14 3
5 1 14 3
6 0 15 3
7 1 15 3
12 1 13 3
13 0 13 3
14 1 12 3
15 0 12 3
32 0 4 3
33 1 4 3
34 0 5 3
35 1 5 3
36 0 2 3
37 1 2 3
38 0 3 3
39 1 3 3
44 1 1 3
45 0 1 3
46 1 0 3
47 0 0 3
48 0 6 3
49 1 6 3
50 0 7 3
51 1 7 3
52 0 8 3
53 1 8 3
54 0 9 3
55 1 9 3
60 1 11 3
61 0 11 3
62 1 10 3
63 0 10 3
64 0 18 3
65 1 18 3
66 0 19 3
67 1 19 3
68 0 20 3
69 1 20 3
70 0 21 3
71 1 21 3
76 1 23 3
77 0 23 3
78 1 22 3
79 0 22 3
128 4 2 0
129 4 2 1
130 4 3 0
131 4 3 1
132 5 2 0
133 5 2 1
134 5 3 0
135 5 3 1
136 7 3 1
137 7 3 0
138 7 2 1
139 7 2 0
140 6 3 1
141 6 3 0
142 6 2 1
143 6 2 0
160 4 0 0
161 4 0 1
162 4 1 0
163 4 1 1
164 5 0 0
165 5 0 1
166 5 1 0
167 5 1 1
168 7 1 1
169 7 1 0
170 7 0 1
171 7 0 0
172 6 1 1
173 6 1 0
174 6 0 1
175 6 0 0
176 3 0 0
177 3 0 1
178 3 1 0
179 3 1 1
180 2 0 0
181 2 0 1
182 2 1 0
183 2 1 1
184 0 1 1
185 0 1 0
186 0 0 1
187 0 0 0
188 1 1 1
189 1 1 0
190 1 0 1
191 1 0 0
192 3 2 0
193 3 2 1
194 3 3 0
195 3 3 1
196 2 2 0
197 2 2 1
198 2 3 0
199 2 3 1
200 0 3 1
201 0 3 0
202 0 2 1
203 0 2 0
204 1 3 1
205 1 3 0
206 1 2 1
207 1 2 0
256 4 6 0
257 4 6 1
258 4 7 0
259 4 7 1
260 5 6 0
261 5 6 1
262 5 7 0
263 5 7 1
264 7 7 1
265 7 7 0
266 7 6 1
267 7 6 0
268 6 7 1
269 6 7 0
270 6 6 1
271 6 6 0
288 4 4 0
289 4 4 1
290 4 5 0
291 4 5 1
292 5 4 0
293 5 4 1
294 5 5 0
295 5 5 1
296 7 5 1
297 7 5 0
298 7 4 1
299 7 4 0
300 6 5 1
301 6 5 0
302 6 4 1
303 6 4 0
304 3 4 0
305 3 4 1
306 3 5 0
307 3 5 1
308 2 4 0
309 2 4 1
310 2 5 0
311 2 5 1
312 0 5 1
313 0 5 0
314 0 4 1
315 0 4 0
316 1 5 1
317 1 5 0
318 1 4 1
319 1 4 0
320 3 6 0
321 3 6 1
322 3 7 0
323 3 7 1
324 2 6 0
325 2 6 1
326 2 7 0
327 2 7 1
328 0 7 1
329 0 7 0
330 0 6 1
331 0 6 0
332 1 7 1
333 1 7 0
334 1 6 1
335 1 6 0
384 4 10 0
385 4 10 1
386 4 11 0
387 4 11 1
388 5 10 0
389 5 10 1
390 5 11 0
391 5 11 1
392 7 11 1
393 7 11 0
394 7 10 1
395 7 10 0
396 6 11 1
397 6 11 0
398 6 10 1
399 6 10 0
416 4 8 0
417 4 8 1
418 4 9 0
419 4 9 1
420 5 8 0
421 5 8 1
422 5 9 0
423 5 9 1
424 7 9 1
425 7 9 0
426 7 8 1
427 7 8 0
428 6 9 1
429 6 9 0
430 6 8 1
431 6 8 0
432 3 8 0
433 3 8 1
434 3 9 0
435 3 9 1
436 2 8 0
437 2 8 1
438 2 9 0
439 2 9 1
440 0 9 1
441 0 9 0
442 0 8 1
443 0 8 0
444 1 9 1
445 1 9 0
446 1 8 1
447 1 8 0
448 3 10 0
449 3 10 1
450 3 11 0
451 3 11 1
452 2 10 0
453 2 10 1
454 2 11 0
455 2 11 1
456 0 11 1
457 0 11 0
458 0 10 1
459 0 10 0
460 1 11 1
461 1 11 0
462 1 10 1
463 1 10 0
512 4 14 0
513 4 14 1
514 4 15 0
515 4 15 1
516 5 14 0
517 5 14 1
518 5 15 0
519 5 15 1
520 7 15 1
521 7 15 0
522 7 14 1
523 7 14 0
524 6 15 1
525 6 15 0
526 6 14 1
527 6 14 0
544 4 12 0
545 4 12 1
546 4 13 0
547 4 13 1
548 5 12 0
549 5 12 1
550 5 13 0
551 5 13 1
552 7 13 1
553 7 13 0
554 7 12 1
555 7 12 0
556 6 13 1
557 6 13 0
558 6 12 1
559 6 12 0
560 3 12 0
561 3 12 1
562 3 13 0
563 3 13 1
564 2 12 0
565 2 12 1
566 2 13 0
567 2 13 1
568 0 13 1
569 0 13 0
570 0 12 1
571 0 12 0
572 1 13 1
573 1 13 0
574 1 12 1
575 1 12 0
576 3 14 0
577 3 14 1
578 3 15 0
579 3 15 1
580 2 14 0
581 2 14 1
582 2 15 0
583 2 15 1
584 0 15 1
585 0 15 0
586 0 14 1
587 0 14 0
588 1 15 1
589 1 15 0
590 1 14 1
591 1 14 0
640 4 18 0
641 4 18 1
642 4 19 0
643 4 19 1
644 5 18 0
645 5 18 1
646 5 19 0
647 5 19 1
648 7 19 1
649 7 19 0
650 7 18 1
651 7 18 0
652 6 19 1
653 6 19 0
654 6 18 1
655 6 18 0
672 4 16 0
673 4 16 1
674 4 17 0
675 4 17 1
676 5 16 0
677 5 16 1
678 5 17 0
679 5 17 1
680 7 17 1
681 7 17 0
682 7 16 1
683 7 16 0
684 6 17 1
685 6 17 0
686 6 16 1
687 6 16 0
688 3 16 0
689 3 16 1
690 3 17 0
691 3 17 1
692 2 16 0
693 2 16 1
694 2 17 0
695 2 17 1
696 0 17 1
697 0 17 0
698 0 16 1
699 0 16 0
700 1 17 1
701 1 17 0
702 1 16 1
703 1 16 0
704 3 18 0
705 3 18 1
706 3 19 0
707 3 19 1
708 2 18 0
709 2 18 1
710 2 19 0
711 2 19 1
712 0 19 1
713 0 19 0
714 0 18 1
715 0 18 0
716 1 19 1
717 1 19 0
718 1 18 1
719 1 18 0
768 4 22 0
769 4 22 1
770 4 23 0
771 4 23 1
772 5 22 0
773 5 22 1
774 5 23 0
775 5 23 1
776 7 23 1
777 7 23 0
778 7 22 1
779 7 22 0
780 6 23 1
781 6 23 0
782 6 22 1
783 6 22 0
800 4 20 0
801 4 20 1
802 4 21 0
803 4 21 1
804 5 20 0
805 5 20 1
806 5 21 0
807 5 21 1
808 7 21 1
809 7 21 0
810 7 20 1
811 7 20 0
812 6 21 1
813 6 21 0
814 6 20 1
815 6 20 0
816 3 20 0
817 3 20 1
818 3 21 0
819 3 21 1
820 2 20 0
821 2 20 1
822 2 21 0
823 2 21 1
824 0 21 1
825 0 21 0
826 0 20 1
827 0 20 0
828 1 21 1
829 1 21 0
830 1 20 1
831 1 20 0
832 3 22 0
833 3 22 1
834 3 23 0
835 3 23 1
836 2 22 0
837 2 22 1
838 2 23 0
839 2 23 1
840 0 23 1
841 0 23 0
842 0 22 1
843 0 22 0
844 1 23 1
845 1 23 0
846 1 22 1
847 1 22 0
896 4 26 0
897 4 26 1
898 4 27 0
899 4 27 1
900 5 26 0
901 5 26 1
902 5 27 0
903 5 27 1
904 7 27 1
905 7 27 0
906 7 26 1
907 7 26 0
908 6 27 1
909 6 27 0
910 6 26 1
911 6 26 0
928 4 24 0
929 4 24 1
930 4 25 0
931 4 25 1
932 5 24 0
933 5 24 1
934 5 25 0
935 5 25 1
936 7 25 1
937 7 25 0
938 7 24 1
939 7 24 0
940 6 25 1
941 6 25 0
942 6 24 1
943 6 24 0
944 3 24 0
945 3 24 1
946 3 25 0
947 3 25 1
948 2 24 0
949 2 24 1
950 2 25 0
951 2 25 1
952 0 25 1
953 0 25 0
954 0 24 1
955 0 24 0
956 1 25 1
957 1 25 0
958 1 24 1
959 1 24 0
960 3 26 0
961 3 26 1
962 3 27 0
963 3 27 1
964 2 26 0
965 2 26 1
966 2 27 0
967 2 27 1
968 0 27 1
969 0 27 0
970 0 26 1
971 0 26 0
972 1 27 1
973 1 27 0
974 1 26 1
975 1 26 0
1024 4 30 0
1025 4 30 1
1026 4 31 0
1027 4 31 1
1028 5 30 0
1029 5 30 1
1030 5 31 0
1031 5 31 1
1032 7 31 1
1033 7 31 0
1034 7 30 1
1035 7 30 0
1036 6 31 1
1037 6 31 0
1038 6 30 1
1039 6 30 0
1056 4 28 0
1057 4 28 1
1058 4 29 0
1059 4 29 1
1060 5 28 0
1061 5 28 1
1062 5 29 0
1063 5 29 1
1064 7 29 1
1065 7 29 0
1066 7 28 1
1067 7 28 0
1068 6 29 1
1069 6 29 0
1070 6 28 1
1071 6 28 0
1072 3 28 0
1073 3 28 1
1074 3 29 0
1075 3 29 1
1076 2 28 0
1077 2 28 1
1078 2 29 0
1079 2 29 1
1080 0 29 1
1081 0 29 0
1082 0 28 1
1083 0 28 0
1084 1 29 1
1085 1 29 0
1086 1 28 1
1087 1 28 0
1088 3 30 0
1089 3 30 1
1090 3 31 0
1091 3 31 1
1092 2 30 0
1093 2 30 1
1094 2 31 0
1095 2 31 1
1096 0 31 1
1097 0 31 0
1098 0 30 1
1099 0 30 0
1100 1 31 1
1101 1 31 0
1102 1 30 1
1103 1 30 0
1152 4 34 0
1153 4 34 1
1154 4 35 0
1155 4 35 1
1156 5 34 0
1157 5 34 1
1158 5 35 0
1159 5 35 1
1160 7 35 1
1161 7 35 0
1162 7 34 1
1163 7 34 0
1164 6 35 1
1165 6 35 0
1166 6 34 1
1167 6 34 0
1184 4 32 0
1185 4 32 1
1186 4 33 0
1187 4 33 1
1188 5 32 0
1189 5 32 1
1190 5 33 0
1191 5 33 1
1192 7 33 1
1193 7 33 0
1194 7 32 1
1195 7 32 0
1196 6 33 1
1197 6 33 0
1198 6 32 1
1199 6 32 0
1200 3 32 0
1201 3 32 1
1202 3 33 0
1203 3 33 1
1204 2 32 0
1205 2 32 1
1206 2 33 0
1207 2 33 1
1208 0 33 1
1209 0 33 0
1210 0 32 1
1211 0 32 0
1212 1 33 1
1213 1 33 0
1214 1 32 1
1215 1 32 0
1216 3 34 0
1217 3 34 1
1218 3 35 0
1219 3 35 1
1220 2 34 0
1221 2 34 1
1222 2 35 0
1223 2 35 1
1224 0 35 1
1225 0 35 0
1226 0 34 1
1227 0 34 0
1228 1 35 1
1229 1 35 0
1230 1 34 1
1231 1 34 0
2048 0 0 2
2049 0 1 2
2050 0 2 2
2051 0 3 2
2052 0 4 2
2053 0 5 2
2054 0 6 2
2055 0 7 2
2056 0 8 2
2057 0 9 2
2058 0 10 2
2059 0 11 2
2060 0 12 2
2061 0 13 2
2062 0 14 2
2063 0 15 2
2064 0 16 2
2065 0 17 2
2066 0 18 2
2067 0 19 2
2068 0 20 2
2069 0 21 2
2070 0 22 2
2071 0 23 2
2072 0 24 2
2073 0 25 2
2074 0 26 2
2075 0 27 2
2076 0 28 2
2077 0 29 2
2078 0 30 2
2079 0 31 2
2080 0 32 2
2081 0 33 2
2082 0 34 2
2083 0 35 2
2084 0 36 2
2085 0 37 2
2086 0 38 2
2087 0 39 2
2088 0 40 2
2089 0 41 2
2090 0 42 2
2091 0 43 2
2092 0 44 2
2093 0 45 2
2094 0 46 2
2095 0 47 2
2096 0 48 2
2097 0 49 2
2098 0 50 2
2099 0 51 2
2100 0 52 2
2101 0 53 2
2102 0 54 2
2103 0 55 2
2104 0 56 2
2105 0 57 2
2106 0 58 2
2107 0 59 2
2108 0 60 2
2109 0 61 2
2110 0 62 2
2111 0 63 2
2112 0 64 2
2113 0 65 2
2114 0 66 2
2115 0 67 2
